tfclass:id	tfclass:superclass	tfclass:class	tfclass:family	tfclass:subfamily	curated:uniprot_ac	tfclass:source	curated:uniprot_id	auto:protein_name	auto:gene_symbol	auto:gene_synonyms	auto:hgnc	auto:mgi	auto:entrez	GRECO_dbTF
2.3.3.8.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZBTB7	Q64321	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT7B_MOUSE	Zinc finger and BTB domain-containing protein 7B (Krueppel-related zinc finger protein cKrox) (c-Krox) (T-helper-inducing POZ/Krueppel-like factor) (Zinc finger protein 67) (Zfp-67) (Zinc finger protein Th-POK)	Zbtb7b	Thpok Zfp67		102755;	22724;	yes
2.3.3.8.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZBTB7	A1YPR0	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT7C_HUMAN	Zinc finger and BTB domain-containing protein 7C (Affected by papillomavirus DNA integration in ME180 cells protein 1) (APM-1) (Zinc finger and BTB domain-containing protein 36) (Zinc finger protein 857C)	ZBTB7C	APM1 ZBTB36 ZNF857C	31700;		201501;	yes
2.3.3.8.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZBTB7	Q8VCZ7	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT7C_MOUSE	Zinc finger and BTB domain-containing protein 7C (Zinc finger and BTB domain-containing protein 36)	Zbtb7c	Zbtb36		2443302;	207259;	yes
2.3.3.80.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF99-like	A8MXY4	http://tfclass.bioinf.med.uni-goettingen.de/	ZNF99_HUMAN	Zinc finger protein 99	ZNF99	C19orf9	13175;		7652;	yes
2.3.3.80.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF99-like	A6NN14	http://tfclass.bioinf.med.uni-goettingen.de/	ZN729_HUMAN	Zinc finger protein 729	ZNF729		32464;		100287226;	yes
2.3.3.81.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF12-like	P17014	http://tfclass.bioinf.med.uni-goettingen.de/	ZNF12_HUMAN	Zinc finger protein 12 (Gonadotropin-inducible ovary transcription repressor 3) (GIOT-3) (Zinc finger protein 325) (Zinc finger protein KOX3)	ZNF12	GIOT3 KOX3 ZNF325	12902;		7559;	yes
2.3.3.81.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF12-like	Q7TSI0	http://tfclass.bioinf.med.uni-goettingen.de/	ZNF12_MOUSE	Zinc finger protein 12	Znf12	Zfp12		99157;	231866;	yes
2.3.3.81.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF12-like	Q9NYW8	http://tfclass.bioinf.med.uni-goettingen.de/	RBAK_HUMAN	RB-associated KRAB zinc finger protein (RB-associated KRAB repressor) (hRBaK) (Zinc finger protein 769)	RBAK	ZNF769	17680;		57786;	yes
2.3.3.81.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	ZNF12-like	Q8BQC8	http://tfclass.bioinf.med.uni-goettingen.de/	RBAK_MOUSE	RB-associated KRAB zinc finger protein (RB-associated KRAB repressor) (Zinc finger protein 769)	Rbak	Znf769		1927369;	57782;	yes
2.3.3.9.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	P25490	http://tfclass.bioinf.med.uni-goettingen.de/	TYY1_HUMAN	Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)	YY1	INO80S	12856;		7528;	yes
2.3.3.9.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	Q00899	http://tfclass.bioinf.med.uni-goettingen.de/	TYY1_MOUSE	Transcriptional repressor protein YY1 (Delta transcription factor) (NF-E1) (UCR-motif DNA-binding protein) (Yin and yang 1) (YY-1)	Yy1	Ucrbp		99150;	22632;	yes
2.3.3.9.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	O15391	http://tfclass.bioinf.med.uni-goettingen.de/	TYY2_HUMAN	Transcription factor YY2 (Yin and yang 2) (YY-2) (Zinc finger protein 631)	YY2	ZNF631	31684;		404281;	yes
2.3.3.9.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	Q3TTC2	http://tfclass.bioinf.med.uni-goettingen.de/	TYY2_MOUSE	Transcription factor YY2 (Yin and yang 2) (YY-2)	Yy2			3837947;	100073351;	yes
2.3.3.9.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	Q96MM3	http://tfclass.bioinf.med.uni-goettingen.de/	ZFP42_HUMAN	Zinc finger protein 42 homolog (Zfp-42) (Reduced expression protein 1) (REX-1) (hREX-1) (Zinc finger protein 754)	ZFP42	REX1 ZNF754	30949;		132625;	yes
2.3.3.9.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	YY1-like	P22227	http://tfclass.bioinf.med.uni-goettingen.de/	ZFP42_MOUSE	Zinc finger protein 42 (Zfp-42) (Reduced expression protein 1) (REX-1) (mREX-1)	Zfp42	Rex-1 Rex1		99187;	22702;	yes
2.3.4.0.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q86V15	http://tfclass.bioinf.med.uni-goettingen.de/	CASZ1_HUMAN	Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693)	CASZ1	CST SRG ZNF693	26002;		54897;	yes
2.3.4.0.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9CWL2	http://tfclass.bioinf.med.uni-goettingen.de/	CASZ1_MOUSE	Zinc finger protein castor homolog 1 (Castor-related protein)	Casz1	Cst D4Ertd432e Kiaa3026		1196251;	69743;	yes
2.3.4.0.10	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9ULJ3	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT21_HUMAN	Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295)	ZBTB21	KIAA1227 ZNF295	13083;		49854;	yes
2.3.4.0.11	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q17R98	http://genexplain.com/tfclass/huTF_classification.html	ZN827_HUMAN	Zinc finger protein 827	ZNF827		27193;		152485;	no
2.3.4.0.11	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q505G8	http://genexplain.com/tfclass/huTF_classification.html	ZN827_MOUSE	Zinc finger protein 827	Znf827	Zfp827		2444807;	622675;	no
2.3.4.0.12	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9H4Q3	http://tfclass.bioinf.med.uni-goettingen.de/	PRD13_HUMAN	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)	PRDM13	PFM10	13998;		59336;	no
2.3.4.0.12	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	E9PZZ1	http://tfclass.bioinf.med.uni-goettingen.de/	PRD13_MOUSE	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)	Prdm13			2448528;	230025;	no
2.3.4.0.13	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	O15015	http://tfclass.bioinf.med.uni-goettingen.de/	ZN646_HUMAN	Zinc finger protein 646	ZNF646	KIAA0296	29004;		9726;	yes
2.3.4.0.13	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6NV66	http://tfclass.bioinf.med.uni-goettingen.de/	ZN646_MOUSE	Zinc finger protein 646	Zfp646			3665412;	233905;	yes
2.3.4.0.14	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8NAF0	http://tfclass.bioinf.med.uni-goettingen.de/	ZN579_HUMAN	Zinc finger protein 579	ZNF579		26646;		163033;	yes
2.3.4.0.14	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q80VM4	http://tfclass.bioinf.med.uni-goettingen.de/	ZN579_MOUSE	Zinc finger protein 579	Znf579	Zfp579		1915740;	68490;	yes
2.3.4.0.15	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q92766	http://tfclass.bioinf.med.uni-goettingen.de/	RREB1_HUMAN	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)	RREB1	FINB	10449;		6239;	yes
2.3.4.0.15	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q3UH06	http://tfclass.bioinf.med.uni-goettingen.de/	RREB1_MOUSE	Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB)	Rreb1			2443664;	68750;	yes
2.3.4.0.16	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q13029	http://tfclass.bioinf.med.uni-goettingen.de/	PRDM2_HUMAN	PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2	KMT8 RIZ	9347;		7799;	yes
2.3.4.0.17	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q2TB10	http://tfclass.bioinf.med.uni-goettingen.de/	ZN800_HUMAN	Zinc finger protein 800	ZNF800		27267;		168850;	yes
2.3.4.0.17	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q0VEE6	http://tfclass.bioinf.med.uni-goettingen.de/	ZN800_MOUSE	Zinc finger protein 800	Znf800	Zfp800		1889334;	627049;	yes
2.3.4.0.18	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q5T7W0	http://tfclass.bioinf.med.uni-goettingen.de/	ZN618_HUMAN	Zinc finger protein 618	ZNF618	KIAA1952	29416;		114991;	yes
2.3.4.0.18	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q80YY7	http://tfclass.bioinf.med.uni-goettingen.de/	ZN618_MOUSE	Zinc finger protein 618	Znf618	Kiaa1952 Zfp618		1919950;		yes
2.3.4.0.19	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9NRM2	http://tfclass.bioinf.med.uni-goettingen.de/	ZN277_HUMAN	Zinc finger protein 277 (Nuclear receptor-interacting factor 4)	ZNF277	NRIF4 ZNF277P	13070;		11179;	no
2.3.4.0.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9H4Z2	http://tfclass.bioinf.med.uni-goettingen.de/	ZN335_HUMAN	Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1)	ZNF335		15807;		63925;	no
2.3.4.0.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	A2A5K6	http://tfclass.bioinf.med.uni-goettingen.de/	ZN335_MOUSE	Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1)	Znf335	Zfp335		2682313;	329559;	no
2.3.4.0.21	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9Y4E5	http://tfclass.bioinf.med.uni-goettingen.de/	ZN451_HUMAN	E3 SUMO-protein ligase ZNF451 (EC 2.3.2.-) (Coactivator for steroid receptors) (E3 SUMO-protein transferase ZNF451) (Zinc finger protein 451)	ZNF451	COASTER KIAA0576 KIAA1702	21091;		26036;	no
2.3.4.0.21	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8C0P7	http://tfclass.bioinf.med.uni-goettingen.de/	ZN451_MOUSE	E3 SUMO-protein ligase ZNF451 (EC 2.3.2.-) (E3 SUMO-protein transferase ZNF451) (Zinc finger protein 451)	Znf451	Zfp451		2137896;	98403;	no
2.3.4.0.22	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q7Z4V0	http://tfclass.bioinf.med.uni-goettingen.de/	ZN438_HUMAN	Zinc finger protein 438	ZNF438		21029;		220929;	yes
2.3.4.0.23	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9GZU2	http://tfclass.bioinf.med.uni-goettingen.de/	PEG3_HUMAN	Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24)	PEG3	KIAA0287 ZSCAN24	8826;		5178;	yes
2.3.4.0.23	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q3URU2	http://tfclass.bioinf.med.uni-goettingen.de/	PEG3_MOUSE	Paternally-expressed gene 3 protein (ASF-1)	Peg3	Kiaa0287 Pw1		104748;	18616;	yes
2.3.4.0.24	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8TCN5	http://tfclass.bioinf.med.uni-goettingen.de/	ZN507_HUMAN	Zinc finger protein 507	ZNF507	KIAA1084	23783;		22847;	no
2.3.4.0.24	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6ZPY5	http://tfclass.bioinf.med.uni-goettingen.de/	ZN507_MOUSE	Zinc finger protein 507	Znf507	Kiaa1084 Zfp507		1916378;	668501;	no
2.3.4.0.25	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9UL36	http://tfclass.bioinf.med.uni-goettingen.de/	ZN236_HUMAN	Zinc finger protein 236	ZNF236		13028;		7776;	yes
2.3.4.0.26	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6IQ21	http://tfclass.bioinf.med.uni-goettingen.de/	ZN770_HUMAN	Zinc finger protein 770	ZNF770		26061;		54989;	yes
2.3.4.0.26	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8BIQ8	http://tfclass.bioinf.med.uni-goettingen.de/	ZN770_MOUSE	Zinc finger protein 770	Znf770	Zfp770		2445100;	228491;	yes
2.3.4.0.27	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q13127	http://tfclass.bioinf.med.uni-goettingen.de/	REST_HUMAN	RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor)	REST	NRSF XBR	9966;		5978;	yes
2.3.4.0.27	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8VIG1	http://tfclass.bioinf.med.uni-goettingen.de/	REST_MOUSE	RE1-silencing transcription factor (Neural-restrictive silencer factor)	Rest	Nrsf		104897;	19712;	yes
2.3.4.0.28	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9NU63	http://tfclass.bioinf.med.uni-goettingen.de/	ZFP57_HUMAN	Zinc finger protein 57 homolog (Zfp-57) (Zinc finger protein 698)	ZFP57	C6orf40 ZNF698	18791;		346171;	yes
2.3.4.0.28	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8C6P8	http://tfclass.bioinf.med.uni-goettingen.de/	ZFP57_MOUSE	Zinc finger protein 57 (Zfp-57)	Zfp57			99204;	22715;	yes
2.3.4.0.29	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	P17098	http://genexplain.com/tfclass/huTF_classification.html	ZNF8_HUMAN	Zinc finger protein 8 (Zinc finger protein HF.18)	ZNF8		13154;		7554;	yes
2.3.4.0.29	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8BGV5	http://genexplain.com/tfclass/huTF_classification.html	ZNF8_MOUSE	Zinc finger protein 8 (Zinc finger protein 128)	Znf8	Zfp128		2389445;	243833;	yes
2.3.4.0.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9NQV8	http://tfclass.bioinf.med.uni-goettingen.de/	PRDM8_HUMAN	PR domain zinc finger protein 8 (EC 2.1.1.-) (PR domain-containing protein 8)	PRDM8	PFM5	13993;		56978;	no
2.3.4.0.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8BZ97	http://tfclass.bioinf.med.uni-goettingen.de/	PRDM8_MOUSE	PR domain zinc finger protein 8 (EC 2.1.1.-) (PR domain-containing protein 8)	Prdm8			1924880;	77630;	no
2.3.4.0.30	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q96LX8	http://tfclass.bioinf.med.uni-goettingen.de/	ZN597_HUMAN	Zinc finger protein 597	ZNF597		26573;		146434;	yes
2.3.4.0.31	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9UKN5	http://tfclass.bioinf.med.uni-goettingen.de/	PRDM4_HUMAN	PR domain zinc finger protein 4 (EC 2.1.1.-) (PR domain-containing protein 4)	PRDM4	PFM1	9348;		11108;	yes
2.3.4.0.31	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q80V63	http://tfclass.bioinf.med.uni-goettingen.de/	PRDM4_MOUSE	PR domain zinc finger protein 4 (EC 2.1.1.-) (PR domain-containing protein 4)	Prdm4			1920093;	72843;	yes
2.3.4.0.32	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	P57071	http://tfclass.bioinf.med.uni-goettingen.de/	PRD15_HUMAN	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15) (Zinc finger protein 298)	PRDM15	C21orf83 ZNF298	13999;		63977;	yes
2.3.4.0.32	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	E9Q8T2	http://tfclass.bioinf.med.uni-goettingen.de/	PRD15_MOUSE	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15)	Prdm15			1930121;	114604;	yes
2.3.4.0.33	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q5SVQ8	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT41_HUMAN	Zinc finger and BTB domain-containing protein 41	ZBTB41	FRBZ1	24819;		360023;	yes
2.3.4.0.33	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q811F1	http://tfclass.bioinf.med.uni-goettingen.de/	ZBT41_MOUSE	Zinc finger and BTB domain-containing protein 41	Zbtb41			2444487;	226470;	yes
2.3.4.0.34	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9NQV6	http://tfclass.bioinf.med.uni-goettingen.de/	PRD10_HUMAN	PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)	PRDM10	KIAA1231 PFM7 TRIS	13995;		56980;	no
2.3.4.0.34	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q3UTQ7	http://tfclass.bioinf.med.uni-goettingen.de/	PRD10_MOUSE	PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)	Prdm10	Gm1112 Tris		2682952;		no
2.3.4.0.35	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9BYN7	http://tfclass.bioinf.med.uni-goettingen.de/	ZN341_HUMAN	Zinc finger protein 341	ZNF341		15992;		84905;	yes
2.3.4.0.36	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8N8E2	http://tfclass.bioinf.med.uni-goettingen.de/	ZN513_HUMAN	Zinc finger protein 513	ZNF513		26498;		130557;	no
2.3.4.0.36	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6PD29	http://tfclass.bioinf.med.uni-goettingen.de/	ZN513_MOUSE	Zinc finger protein 513	Znf513	Zfp513		2141255;	101023;	no
2.3.4.0.37	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	P52746	http://tfclass.bioinf.med.uni-goettingen.de/	ZN142_HUMAN	Zinc finger protein 142	ZNF142	KIAA0236	12927;		7701;	yes
2.3.4.0.37	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	G5E869	http://tfclass.bioinf.med.uni-goettingen.de/	ZN142_MOUSE	Zinc finger protein 142	Znf142	Kiaa0236 Zfp142		1924514;	77264;	yes
2.3.4.0.38	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q96SL8	http://tfclass.bioinf.med.uni-goettingen.de/	FIZ1_HUMAN	Flt3-interacting zinc finger protein 1 (Zinc finger protein 798)	FIZ1	ZNF798	25917;		84922;	no
2.3.4.0.38	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9WTJ4	http://tfclass.bioinf.med.uni-goettingen.de/	FIZ1_MOUSE	Flt3-interacting zinc finger protein 1	Fiz1			1344336;	23877;	no
2.3.4.0.39	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q5EBL2	http://tfclass.bioinf.med.uni-goettingen.de/	ZN628_HUMAN	Zinc finger protein 628	ZNF628		28054;		89887;	yes
2.3.4.0.39	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8CJ78	http://tfclass.bioinf.med.uni-goettingen.de/	ZN628_MOUSE	Zinc finger protein 628 (Zinc finger protein expressed in embryonal cells and certain adult organs)	Znf628	Zec Zfp628		2665174;	232816;	yes
2.3.4.0.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	O95785	http://tfclass.bioinf.med.uni-goettingen.de/	WIZ_HUMAN	Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)	WIZ	ZNF803	30917;		58525;	yes
2.3.4.0.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	O88286	http://tfclass.bioinf.med.uni-goettingen.de/	WIZ_MOUSE	Protein Wiz (Widely-interspaced zinc finger-containing protein)	Wiz			1332638;	22404;	yes
2.3.4.0.40	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8NCA9	http://tfclass.bioinf.med.uni-goettingen.de/	ZN784_HUMAN	Zinc finger protein 784	ZNF784		33111;		147808;	yes
2.3.4.0.40	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8BI69	http://tfclass.bioinf.med.uni-goettingen.de/	ZN784_MOUSE	Zinc finger protein 784	Znf784	Zfp784		3606042;	654801;	yes
2.3.4.0.41	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q5TEC3	http://tfclass.bioinf.med.uni-goettingen.de/	ZN697_HUMAN	Zinc finger protein 697	ZNF697		32034;		90874;	yes
2.3.4.0.41	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q569E7	http://tfclass.bioinf.med.uni-goettingen.de/	ZN697_MOUSE	Zinc finger protein 697	Znf697	Zfp697		2139736;	242109;	yes
2.3.4.0.42	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9Y2L8	http://tfclass.bioinf.med.uni-goettingen.de/	ZKSC5_HUMAN	Zinc finger protein with KRAB and SCAN domains 5 (Zinc finger protein 95 homolog) (Zfp-95)	ZKSCAN5	KIAA1015 ZFP95	12867;		23660;	yes
2.3.4.0.42	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q9Z1D8	http://tfclass.bioinf.med.uni-goettingen.de/	ZKSC5_MOUSE	Zinc finger protein with KRAB and SCAN domains 5 (Zinc finger protein 95) (Zfp-95)	Zkscan5	Zfp95		107533;	22757;	yes
2.3.4.0.43	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6PGE4	http://tfclass.bioinf.med.uni-goettingen.de/	ZF316_MOUSE	Zinc finger protein 316	Znf316	Zfp316		1860402;	54201;	yes
2.3.4.0.43	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	A6NFI3	http://genexplain.com/tfclass/huTF_classification.html	ZN316_HUMAN	Zinc finger protein 316	ZNF316		13843;		100131017;	yes
2.3.4.0.44	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q96BV0	http://tfclass.bioinf.med.uni-goettingen.de/	ZN775_HUMAN	Zinc finger protein 775	ZNF775		28501;		285971;	yes
2.3.4.0.44	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8BI73	http://tfclass.bioinf.med.uni-goettingen.de/	ZN775_MOUSE	Zinc finger protein 775	Znf775	Zfp775		2683557;	243372;	yes
2.3.4.0.45	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q7Z7K2	http://tfclass.bioinf.med.uni-goettingen.de/	ZN467_HUMAN	Zinc finger protein 467	ZNF467		23154;		168544;	yes
2.3.4.0.45	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q8JZL0	http://tfclass.bioinf.med.uni-goettingen.de/	ZN467_MOUSE	Zinc finger protein 467 (Endothelial cell-derived zinc finger protein) (EZI)	Znf467	Ezi Zfp467		1916160;	68910;	yes
2.3.4.0.46	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Multiple dispersed zinc fingers	Unclassified	Q6DD87	http://tfclass.bioinf.med.uni-goettingen.de/	ZN787_HUMAN	Zinc finger protein 787 (TTF-I-interacting peptide 20)	ZNF787		26998;		126208;	yes
